text,score,magnitude
"b'#Tezos (#XTZ) - The ratio chart favours XTZ over BTC, with the very recent breakout #Litecoin #cryptocurrencies  #LINK #GRT #XLM #BTC #LTC #ETH #XRP #Crypto #altcoins https://t.co/xisx4H0X6Z'",0.0,0.0
b'An important lesson if you want to succeed in the space.\n\n#Bitcoin #Ethereum #Cryptocurrency #Altcoins https://t.co/PMND1QHbWR',0.3,0.7
b'@WhaleTrades BIDS REDUCED LOWER TO WAIT AT 31030 AND CHEAPER #bitcoin $BTC',0.0,0.0
b'\xf0\x9f\x8e\x81\xf0\x9f\x8e\x89 GIVEAWAY \n 200$ #BNB + 100 $KEBAB \n\nParticipate:\n\xf0\x9f\x91\x89 #RT\n\xf0\x9f\x91\x89 Follow Us\n\xf0\x9f\x91\x89 #Tag 3 friends in a comment\n\n\xf0\x9f\x95\x92 4 winner will be selected on 24 january\n\n#crypto #btc #Eth #BinanceSmartChain #Airdrop #giveaway #bitcoin\n#Binance #Trustwallet #PancakeSwap',0.3,1.2
"b'Any #crypto cult people that chirp at me with annoying, brainless #btc religion non-sense get blocked.'",-0.8,0.8
"b'Gaining a lot of respect for @ErikSTownsend as I read through this. I don\xe2\x80\x99t always agree with his approach to trading, but this is a damn thoughtful read and should be a must read for anyone trying to better understand #btc https://t.co/Vf6GrY6zhH'",0.7,1.4
"b'If there is an infinite amount of cash in the Federal Reserve, doesn\xe2\x80\x99t that mean #Bitcoin will reach infinite heights?\n\nMy price prediction: $56 quadrillion per Bitcoin \xf0\x9f\x98\x82'",-0.1,0.2
b'VIDEO! Sept 28 \xe2\x80\x93 HOW HIGH? \xe2\x80\x93 Market Update  #CryptoAstrology #BTC #Bitcoin #BCH #Astrotrading #CryptoAstroTrading #Bitcoinsastrology # BTCCastrology #CryptoAstrologyHITS #BTCDrop https://t.co/ijouuxgnfr',0.1,0.3
"b'Important message as we enter the next #Bitcoin bull market:\n\n""Friends don\'t let friends sign up to shitcoin exchanges"" https://t.co/NwTV0CygJL'",-0.5,1.0
"b'Top #Crypto trend and momentum: $IOTA, $WAN, $ICX, $FTT, $VET are the best coins\n\nRead:https://t.co/rnkPznJt8S\n\n#cryptocurrency #cryptonews #cryptotwitter #follow #btc #bitcoin #blockchain #DeFi #FTT #ICXUSDT #IOTA #IOTAUSDT #WAN #WANUSDT #ICX #WANUSDT #VET  #BTCUSDT #VETUSDT'",0.3,1.0
b'Drop your $BTC address below and 1 lucky comment will get some free #Bitcoin \n\n@cctip_io draw 1000 NOV 250',0.3,0.7
b'Janet Yellen Clarifies Her Stance on Bitcoin \xe2\x80\x94 Promises \xe2\x80\x98Effective\xe2\x80\x99 Crypto Regulation https://t.co/kxa4mB8m4F #bitcoin https://t.co/FMU6uECAmS',0.4,0.4
"b'""I am pretty confident we are the new wealthy elite, gentlemen."" The price of a #bitcoin was $12.80. https://t.co/ESzNzADMY1'",0.3,1.2
"b'Don\xe2\x80\x99t be a panic seller! We haven\xe2\x80\x99t even seen the biggest part of the bull market yet!\n\nLoad up your bags and get ready for profits \xf0\x9f\xa4\xa9\xf0\x9f\x9a\x80\n\nEven if we see a huge correction soon, #Bitcoin will be BACK AS ALWAYS! https://t.co/XE8E4d4CnT'",0.0,2.0
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
b'Stack sats or die trying.\n.\n.\n#btc #crypto https://t.co/mHVBuC9tne',0.0,0.4
b'#BTC 4H HA Bullish https://t.co/9x4sVIzkld',-0.8,0.8
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
b'How might the GAAP application be refined or changed? IFRS? Treating #Bitcoin as an indefinite intangible has many downsides for corporate treasury reserve uses. Thoughts or suggestions? @michael_saylor @elonmusk @CNBCFastMoney https://t.co/5ienu4jk6I',-0.1,1.4
"b'(2/2)\xf0\x9f\x92\x81\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8fWrapped Bitcoin (#WBTC) is pegged to Bitcoin and has over $3B worth of #Bitcoin in custody, while Wrapped Ether (#WETH) is pegged to Ether. @BitGo is the sole custodian for the underlying #BTC and #ETH.'",-0.1,0.2
"b""If you hate #bitcoin just buy a 1% position.\n\nYou can still hate #bitcoin but at least you won't hate yourself.""",-0.4,0.8
"b'Egalitarian and democratic for the first time in human history this ladder does not care about your bloodline, pedigree, connections, education or insider information.\n\nThis ladder can not be knocked down when someone wants to be the last person up.\n\nThis ladder is #Bitcoin. https://t.co/RdME7uSYOK'",0.0,1.5
b'POKER FREEROLL\n@ACR_POKER\nOTR Grinders Saturday $10 Freebuy\n23 de janeiro 2O21 \n\xf0\x9f\x94\x90:\xc2\xa0NOLIMITS\n\nhttps://t.co/OJIkmbwpI3\n#gaming\n#Online #xbox\n#Poker #style #gamer #game #twitchtv #Motivation #life #BTC #CBLOL #free #gamedev #goLOUD #twitchstreamer #follow #GOpaiN #LBFF4 #LBFF https://t.co/NPy4OpzmU9',0.1,0.2
b'#Bitcoin up 200% a year for 10 years because inflation is rising 55% a year for 10 years. https://t.co/lVJ4acCK4z',0.1,0.4
"b""I'll send $200 in #ETH or #BTC to one person who retweets this and follows @bud_crypto ! \n\nMust RETWEET &amp; LIKE 5 of his tweets.\n\nEnds in 72 hours!""",0.0,0.5
"b""The fact that an ounce of #gold can be divided into grams does not make it any less scarce. That's because its the weight of gold that's scarce relative to the demand to use it as a metal. Bitcoin weighs nothing and is used for nothing. So, dividing #Bitcoin reduces its scarcity.""",-0.2,0.9
b'#Bitcoin Giveaway\n\n$50 in BSV to 1 lucky winner\n\n1\xe2\x83\xa3 Follow me\n2\xe2\x83\xa3 Retweet &amp; Like\n3\xe2\x83\xa3 Tag your friends\n\nWinner announced in 71 hours. GL!\n\nSponsored by https://t.co/SBPMMPM0Bd\n#Crypto #giveaway #BSV #peergame https://t.co/07zT9PG2wi',0.3,1.9
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
"b'""I am pretty confident we are the new wealthy elite, gentlemen."" The price of a #bitcoin was $12.80. https://t.co/ESzNzADMY1'",0.3,1.2
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
b'This is completely false. #Bitcoin is mainly used by citizens to protect themselves against the incompetence and gross negligence of central bankers.\n\nhttps://t.co/mC6J8Sgqj8',-0.3,1.8
b'Ballet wallets are now trusted by customers to secure an aggregate total of more than 100 million dollars worth of crypto assets.\n\n#Bitcoin #Litecoin #Dogecoin #Ethereum \n\nhttps://t.co/9b6RCMfuab https://t.co/bwoM754IVf',0.1,0.5
"b'""Taming the Wild West"" \n@lwintermeyer @kucoincom @Forbes \n#blockchain #Bitcoin #Crypto \n\nhttps://t.co/RGIRnvHKKe'",0.3,0.6
b'First Griffey ends at low end of range with no late bidders - $2827. Iconic card for #investment. talking about this at $5000 sooner than you think. / #AmericaFirst #baseballcards #Cyberpunk2077\xc2\xa0 #invest #TheMaskedSinger #Russia $btc #bitcoinnews #Bitcoin https://t.co/n278EV02o5 https://t.co/eo9IvQWbzF',0.0,1.4
"b'I saw a lot of people and institutions host a copy of the original #Bitcoin whitepaper (not mentioning the cool tricks like this one https://t.co/zKdFcXR0Iy) so I ask myself ""how can I contribute?""\n\nThe answer? IPFS!\n\nhttps://t.co/mCdQJItACA'",0.1,1.0
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
"b""@C4liCrypto He don't work for #Bitcoin Bitcoin works for him""",-0.5,0.5
"b'Even institutions fall victim to #bitcoin FUD, and @Nextech_AR is no exception. Have fun explaining this one to your stakeholders in a year when that 200k looks like \xf0\x9f\x90\x9b https://t.co/VNI02py547'",0.0,0.6
b'Plenty of traction this weekend on @HLInvest for Argo Blockchain @argoblockchain. Same elsewhere? Could see an interesting week ahead. #arbkf #ARB $ARBKF #BTC https://t.co/OHUo63YE5D',0.2,1.4
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
b'RIP to the legendary Larry King\xf0\x9f\xa4\xb4 \nThe most iconic talkshow host. Also hilarious guy!\xf0\x9f\x98\x9b\n\nMet him a few times while we hosted our talks on #Bitcoin and crypto.\n\nHe never rejected the idea at all. He was always listening and asking questions. His secret? Curiosity. \n\nRIP https://t.co/tNvnFZT6fn',0.4,3.2
"b""If you hate #bitcoin just buy a 1% position.\n\nYou can still hate #bitcoin but at least you won't hate yourself.""",-0.4,0.8
b'#bitcoin #BTC #BTCUSD $BTCUSD $BTC #cryptocurrencies \nClosed Longs.\nReduced bid orders lower to wait at 31030 and below before considering purchase.',0.0,0.3
b'New to #bitcoin &amp; #cryptocurrency trading?\n\nDrop me a message \xe2\x80\x98I\xe2\x80\x99m in\xe2\x80\x99 to get started with our free trading signals.\xf0\x9f\x92\xb0',0.0,0.0
b'#tenset giveaway !!! Win 1 from the 5 #Ledger nano s! \nSimply follow our Twitter and retweet that Tweet !!!\nGooooood luck ;) \n\nResults - SUNDAY :) \n\n#Bitcoin \nisit https://t.co/Cxc6kSu72a and join to our Whitelist :) https://t.co/5LUxAT1UFv',0.6,4.8
"b'""I think it important we consider the benefits of #cryptocurrencies ... and the potential they have to improve the efficiency of the financial system,"" said Janet Yellen #bitcoin #btc https://t.co/tNS9DyZVHF'",0.2,0.2
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
"b'Have you tried sending Bitcoin over the Tron blockchain yet?\n\nPut your beliefs aside and give it a shot, I guarantee you\xe2\x80\x99ll be pleasantly surprised!\n\n#Bitcoin #BTC #TRX #TRON https://t.co/liUQU18zqu'",0.2,1.4
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
"b""We're giving away a Brand New Samsung Galaxy Note20 Ultra 5G!\n\nHow to enter: \n- Like &amp; Retweet\n- Follow \n@battlestationgg\n\n#Samsung  #Giveaway #Giveaways  #Sweepstakes #communitygiveaway #win #free #Competition #freebie #ContestAlert #contest #iPhone #Bitcoin #GalaxyS21 https://t.co/Jyysfjvj8i""",0.1,0.4
b'Time : 2021-01-23T21:21:11.6904385Z\n\n#Coding Test now.\n#Someone #dark #Python #C++ #Telegram #facebook #twitter #instagram #code #love #time #today #news #programming #girls #boys #badthings #bad #bitcoin #follow #emarkiting #Gmail',-0.1,0.5
"b'@CBSNews We are a white-owned #bitcoin merchandise company (lots of #btc masks!), and we found tremendous success during the pandemic... can you write a story about us?'",0.3,1.0
b'@KardiaChain &amp; @ShareRingGlobal the Collaboration of mass adoption visionaries.\n\nA New era begins.\nWe are heading beyond the sky.       \n\n$KAI $SHR #Bitcoin$BTC #defi $eth $link $neo $band $ankr $otn $ogn $theta $mitx $matic $fnx $fleta $toko $orai $vite $om $atom $zil $dot $rsr https://t.co/2DPKJMfloY',0.1,0.5
b'Members @walshwealth_\n\nMade Huge Gains on $XTZ $LINK $BAND $FTM $AAVE\n\nEntries and Profits Shared For Transparency\n\nDetailed  Video Coming On YouTube Channel \n\nhttps://t.co/p2k5AwAMnx\n\nSubscribe to Our YouTube Channel\n\n#Bitcoin  $BTC  $ETH $LTC  $LINK $XRP  $OCEAN $SXP $ADA $XLM https://t.co/fOhevlv8IE',0.3,2.2
b'#BTC\nif you want some MORE gain then join me on telegram also.\n\n$btc $eth $xrp $ada $bch $uni $dot $link $ltc $bnb https://t.co/Mnd020atAy',0.4,0.9
b'Drop your $BTC address below and 1 lucky comment will get some free #Bitcoin \n\n@cctip_io draw 1000 NOV 250',0.3,0.7
"b'There was no #bitcoin double spend.\n\n Stop misreporting stuff, seriously.'",-0.7,1.5
b'@zerohedge Great tweet! If you like the price performance of #BTC you should like the price performance of #HEX too. #HEX was the highest appreciating asset of 2020. https://t.co/HZKQrPMuvh',0.6,2.5
b'I don\xe2\x80\x99t own #BTC but I pray you make money from it\n\nYou may hate #XRP but you\xe2\x80\x99ll make money from it \n\nIt\xe2\x80\x99s about profit not ideologies \n\nWe will all succeed in this space \n\nOpen your mind to other opinions',0.0,1.6
b'Have you two had the chance to meet? Highly recommend an idea scrum. Virtual coffee on me \n@elonmusk @diiorioanthony $TSLA #Ethereum #Bitcoin  \n@jaxx_io',0.3,0.9
b'https://t.co/aU1G90QeYI Tricida Inc The network has detected that this stock price should remain flat in the coming days with a pessimistic long term persective $TCDA #business #bitcoin #trader',-0.4,0.4
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
"b'Even institutions fall victim to #bitcoin FUD, and @Nextech_AR is no exception. Have fun explaining this one to your stakeholders in a year when that 200k looks like \xf0\x9f\x90\x9b https://t.co/VNI02py547'",0.0,0.6
b'Great thread where the precursors to bitcoin are discussed in the history of #bitcoin https://t.co/7akNZXD2tU',0.7,0.7
b'When you sell your #Bitcoin it will go to the big boys :) and you will buy from them later at a bigger price.',0.4,0.4
"b""I'll send $200 in #ETH or #BTC to one person who retweets this and follows @bud_crypto ! \n\nMust RETWEET &amp; LIKE 5 of his tweets.\n\nEnds in 72 hours!""",0.0,0.5
"b'""I am pretty confident we are the new wealthy elite, gentlemen."" The price of a #bitcoin was $12.80. https://t.co/ESzNzADMY1'",0.3,1.2
"b'@_bitcoiner @CryptoFinally Share some #bitcoin, the both of you.'",0.2,0.2
b'1 BTC Price: Bitstamp 39555.89 USD Coinbase  USD #btc #bitcoin 2021-01-14 19:10 https://t.co/1SGsq9cw2u',0.0,0.0
b'#affiliatemarketing #affiliate #marketing #networking  #bitcoin #btc  #affiliatemarketing #gift #shopping #gifts #onlineshopping #bitcoin free shipping on purchases over $25 at #Amazon https://t.co/N4zGZzAgvt',0.1,0.1
"b""@jonaslundqvist @p0oker @BitcoinCom @rogerkver Interesting project. Just looked 5min:\n1. The difference is that it's self-hosted so merchants need to run their own python server.\n2. Also they are #Bitcoin != #BitcoinCash \n3. LightningNetwork is custodial. Only that your server is custodian (see 1).""",0.0,2.2
"b'Sat Jan 23 22:23:30 2021 (2:37)\nUSD : 32,244.06\nWght: 0.0\nBlk#: 667,363\nSize: 1,728.7\nTxs : 616\nPool: 26,373 (73.5 MB)\n#bitcoin'",0.0,0.0
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
b'Wives everywhere: stop spending all our money on #bitcoin\nWives 3 years later: I\xe2\x80\x99m so happy I found you!',0.7,0.7
"b'""I am pretty confident we are the new wealthy elite, gentlemen."" The price of a #bitcoin was $12.80. https://t.co/ESzNzADMY1'",0.3,1.2
"b""I'll send $200 in #ETH or #BTC to one person who retweets this and follows @bud_crypto ! \n\nMust RETWEET &amp; LIKE 5 of his tweets.\n\nEnds in 72 hours!""",0.0,0.5
"b"".@DigiByteCoin $DGB is 40X faster than the #Bitcoin network.\n\nDon't let it speed past you this run.\n\n#digibyte\n\nhttps://t.co/Gm76lmbhIS""",0.0,1.3
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
"b'""I think it important we consider the benefits of #cryptocurrencies ... and the potential they have to improve the efficiency of the financial system,"" said Janet Yellen #bitcoin #btc https://t.co/tNS9DyZVHF'",0.2,0.2
"b'The year is just starting for #smartcash @scashofficial!\n\nStay tuned! A lot is about to release and announced in the next few days. \n\nFLW, LIKE &amp; RT\n\n@coinkit_ give 250 10 $smart #DeFi \n\n#crypto #cryptocurrency #smartcash #btc #blockchain #eth #Bitcoin #passiveincome #income'",0.3,1.9
"b'Dow Jones Cuts Losses, As Bitcoin Plunges; Tesla Skids, While Nio Soars 13% On New Sedan https://t.co/lKlVKFvgsD #crypto #bitcoin #fintech #finance #news'",0.0,0.0
"b'#DeFi Daily : $RUNE, $LINK, $CRV are the best coins\n\nRead:https://t.co/cXy5d8DzSi\n\n#cryptocurrency #cryptonews #cryptotwitter #follow #btc #bitcoin #blockchain #ethereum $BTC #DeFi #cryptogiveaway #RUNE #RUNEUSDT #LINK #INKUSDT #CRV  #CRVUSDT'",0.2,0.8
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
b'I noticed the #bitcoin chatter has died down.',-0.6,0.6
"b""I'll send $200 in #ETH or #BTC to one person who retweets this and follows @bud_crypto ! \n\nMust RETWEET &amp; LIKE 5 of his tweets.\n\nEnds in 72 hours!""",0.0,0.5
b'Take Notes \xf0\x9f\x93\x9d\nhttps://t.co/IybGWMAHHv \n.\n.\n#cryptocurrency #forex #bitcoin #money #entrepreneur #forextrader #cryptomemes #trading #investment #business #forexsignals #binaryoptions #trader #forextrading #invest #bitcoinmining https://t.co/i0kB1YMoMF',-0.1,0.3
b'@dan_pantera @PanteraCapital If #Bitcoin goes up this up just imagine how much upside there is with $INJ! Few understand',-0.2,0.5
b'\xe2\x96\x93\xe2\x96\x93\xe2\x96\x93\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91 17.8% \n\n1199 days left  ($32026 per #bitcoin)',0.0,0.5
b'#Bitcoin has a larger market cap than #Tether yet 3x less the trading volume per day how is #Tether 1 to 1 #USDC with a market cap less than trading volume\xf0\x9f\xa4\x94\xf0\x9f\x93\x8a\xf0\x9f\x98\xac\xf0\x9f\x93\x89\xf0\x9f\x93\x88 #CryptoInvestor #cryptogurus plz explain.. https://t.co/zzxZ9GkKSv',0.0,0.6
"b""https://t.co/md8LEKhXOC is the easiest way I have found to track @3iq_corp's QBTC premiums, and @GalaxyGsy's BTCG premiums #Bitcoin""",0.6,0.6
"b'The 666,666th #Bitcoin block was mined today w/ a message:\n""Do not be overcome by evil, but overcome evil w/ good."" Romans 12:21\n\nCall it a \xe2\x80\x9ccoincidence\xe2\x80\x9d but many of us will call it like we see it: Synchronicity.\nYou can\xe2\x80\x99t silence the Creator &amp; good will always prevail! #crypto https://t.co/53C8QzgWML'",0.0,1.3
"b'Ripple/XRP-Delaware Court Issues Restraining Order Against Ripple,BIS Move Forward DLT,Coincidence?!\n\nhttps://t.co/nm9VDwHoMd\n\n#XRP #BTC #ETH #BCH #LTC #xrpthestandard #ripple #ripplenews #DigitalPerspectives #Crypto #CryptonairesDocumentary https://t.co/TThejhJ6tK'",0.1,0.5
b'@GoingParabolic #bitcoin fixed this?',-0.3,0.3
b'Everyone on my feed is bearish. Hmmm.....\n\n#bitcoin #defi #alts',-0.2,1.1
"b'29JAN, the monster expiry, will be the biggest expiry Deribit has seen to date! \n\nA whopping ~100k #Bitcoin contracts will expire, with a notional value of ~$3.1B \xf0\x9f\x91\x80\xf0\x9f\x94\xa5\n\n#OptionsTrading https://t.co/3OZ6pR6rPF'",-0.1,0.9
b'New to #bitcoin &amp; #cryptocurrency trading?\n\nDrop me a message \xe2\x80\x98I\xe2\x80\x99m in\xe2\x80\x99 to get started with our free trading signals.\xf0\x9f\x92\xb0',0.0,0.0
"b'@Bolt_Global is evolving by defining impact by results achieved by the team, its visible for all to see, they are always ensuring more collaboration is been sealed. \n@esposure #BOLT #BTC $BOLT @boltx_finance https://t.co/kbJOTp1S8j'",0.4,0.9
b'I will give one random follower who retweets this $25 #Bitcoin in 24 hours. Must follow @BuyTheDipz',0.0,0.6
b'Have you two had the chance to meet? Highly recommend an idea scrum. Virtual coffee on me \n@elonmusk @diiorioanthony $TSLA #Ethereum #Bitcoin  \n@jaxx_io',0.3,0.9
"b""you can send lower class people #bitcoin . All they need to do is create a cointree + add their bitcoin address.  its that easy.  Freedom to receive and hold bitcoin.  They don't need electricity 24/7     @chamath\n\ncheck it out here  -&gt;  https://t.co/7QMYYF9irj https://t.co/r48c8VtgYj""",0.1,1.8
b'$XRP 3000% Profit \xf0\x9f\x98\x8d\xf0\x9f\x94\xa5\xf0\x9f\x9a\x80 and the other trades $XVG $XLM $ADA are also going great!\n\nCheckout the link in bio for crypto signals\n\n$ETH $LTC $BTC $UNI #bitcoin $WING 37869 https://t.co/vQtjkl8pci',0.3,1.0
"b'Technically, I have a greater claim to be Satoshi than CSW \n\nThe history of #Bitcoin\xc2\xa0 has my name on it, as you can see - not Craig Wright https://t.co/9CsSRAIulp'",-0.4,0.8
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
"b'We are doing a $50 weekly giveaway to 1 follower each week that retweets this and replies ""#CryptoNews"". \nGood luck! #Bitcoin #Ethereum \xf0\x9f\x9a\x80\nhttps://t.co/vrg0ixC69d'",0.3,1.5
"b'""Not owning any #Bitcoin has been a massive mistake, and we expect that will continue to be true."" Bill Miller \n\nYeah, we are going to see a lot more institutional money coming in'",0.0,1.6
"b'Luck turned to me with #betfuryslots! Spin with me on @betfury_io. And may fortune be ever in your favor. My win 57.75 TRX, my Username: HughGo186 #betfuryslots #bitcoin #staking'",0.1,0.8
b'Drop your $BTC address below and 1 lucky comment will get some free #Bitcoin \n\n@cctip_io draw 1000 NOV 250',0.3,0.7
"b""What's your biggest February conviction trade?\n\n$CCIV $GME $AMC #Bitcoin""",0.0,0.1
"b""you can send lower class people #bitcoin . All they need to do is create a cointree + add their bitcoin address.  its that easy.  Freedom to receive and hold bitcoin.  They don't need electricity 24/7     @chamath\n\ncheck it out here  -&gt;  https://t.co/7QMYYF9irj https://t.co/r48c8VtgYj""",0.1,1.8
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
"b'Bitcoin Drops 30% In 2 Weeks | Is It Time To Sell Or Buy?: #bitcoin #crypto #cryptocurrencies Check out our sponsor, Benchmark Protocol: https://t.co/MBUUgbvlj9 Looking\xe2\x80\xa6 https://t.co/kifgfUroVo  | https://t.co/FHLhKCQA7o  | https://t.co/FHLhKCQA7o #cryptocurrency #Bitcoin #Forex https://t.co/CmxvGZ6lkH'",0.0,0.3
b'Is #Cryptocurrency a #Good #Investment  [SHOULD YOU ...\n\nhttps://t.co/z7a6daagZo\n\n#Bitcoin #BitcoinKyaHai #Crypto #CryptocurrencyIndia #CryptocurrencyInvestingIndia #Currency #GoelaSchoolOfFinance #HarshGoela #ShouldIInvestInCryptoNow #ShouldIInvestInCryptocurrency https://t.co/UfkceigSIt',0.2,0.6
b'Time : 2021-01-23T21:16:11.4607093Z\n\n#Coding Test now.\n#Someone #dark #Python #C++ #Telegram #facebook #twitter #instagram #code #love #time #today #news #programming #girls #boys #badthings #bad #bitcoin #follow #emarkiting #Gmail',-0.1,0.4
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
