text,score,magnitude
b'Opinion: I\xe2\x80\x99m curious to see what everyone thinks of the #DPI index from @defipulse . Is it worth investing in or better cherry picking \n #DeFi alts? \n\n#Bitcoin #Ethereum #ALTSEASON $BTC $ETH $DPI $AAVE $YFI $SNX',0.0,0.3
b'Did you know;\n\nThat @FirdaosOfficial partners @emaardubai (#RealEstate) properties donated $27 million to Social Solidarity Fund to fight #COVID19 \xf0\x9f\x92\xaa\n https://t.co/tFhCjN97hn\n\n#fdo $fdo #zpae #defi #cryptocurrencies #Crypto #btc #eth #propertyforsale #propertyinvestment https://t.co/9c1PLgN8sQ',0.0,0.2
"b'Not a day goes by that I don\'t curse the guy who wrote ""russian scam"" about #Ethereum on Bitcointalk forum. I decided not to buy. \n\nIt was trading at $1...'",-0.4,1.4
"b'@NeoBenkPS @NeoBenkHQ @NeoBenkForGood Wow, $XVS already \xe2\xac\x86\xef\xb8\x8f since I last posted on it early this morning. \n#NeoBenk #XVS $XVS $NBN #DeFi #BTC\xc2\xa0 #ETH \n@socaloverrated2 @MistyMBH1 @canadianjacs @Dellasings @Christian1969__ @mariumpop @benfield_jen @JustKissesxo @traveladdict95 https://t.co/4LnM2JfbEz'",0.0,0.4
b'@NeoBenkPS @NeoBenkHQ @NeoBenkForGood @ozturan_cem \n@Cuneyt6771\n@Katende81\n@MarshalFa1con \n@LubegaJ41321150\n@Mila32808124\n@sprinkguy01\n@Nonirinaa \n@PLANForB \n@elflaire\n\n#NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH',0.2,0.5
b'Now do you understand why $LINK will be $1000+? This is the single most important investment you could ever make in your LIFE!! Everything must go thru #Chainlink. \n\n#Crypto #blockchain #Bitcoin #BTC $btc #Ethereum #ETH $ETH https://t.co/xCSWKPUn1W',0.2,1.6
b'https://t.co/rSm68zf95J\n\nReceive $500 bonus by signing up and funding your account with at least $100 using my referral link.\nDon\xe2\x80\x99t miss out on this amazing opportunity \xf0\x9f\xa4\x91\xf0\x9f\x9a\x80\n\nhttps://t.co/df89wZqRM3.\xe2\x80\xa6\n\nReferral code: Nina\n\n#btc\xc2\xa0 #eth #xrp #crypto \n#fridaymorning \nSabrina Verzuz https://t.co/HnpofpjIaH',0.3,2.0
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
b'I think $XVS is an interesting project.  \n\n#NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH https://t.co/Ts89zZUSc7',0.4,0.9
b'I am partnering with myself to #giveaway $100 #BNB or $DVT to a random person who does the following:\n\n \xf0\x9f\xa4\x8c Like + Retweet\n\xf0\x9f\xa4\xa8Tag 3 friends \n \xe2\x9c\x8aFollow @DeVaultCrypto + @Decentralizd (me)\n \nGood luck! #BinanceSmartChain #BSC $BSC $BNB #Bitcoin $ETH #ETH\n\n\xf0\x9f\x91\x89 *Ends Thursday 1/28 https://t.co/SnIsv6RYDN',0.2,1.8
b'https://t.co/rSm68zf95J\n\nReceive $500 bonus by signing up and funding your account with at least $100 using my referral link.\nDon\xe2\x80\x99t miss out on this amazing opportunity \xf0\x9f\xa4\x91\xf0\x9f\x9a\x80\n\nhttps://t.co/df89wZqRM3.\xe2\x80\xa6\n\nReferral code: Nina\n\n#btc\xc2\xa0 #eth #xrp #crypto \n#fridaymorning \nSabrina Verzuz https://t.co/HnpofpjIaH',0.3,2.0
b'At DxSale we are striving towards making #cryptocurrency #crowdfunding and #presale be secured.\n\nWe are releasing dxLock soon with vesting to ensure your tokens are locked and vested per month as you wish with utmost safety.\n\n#ETH #ethereum #dxsale #Polkadot #Zilliqa #Cardano https://t.co/GIYtrw5ycK',0.2,0.8
b'An important lesson if you want to succeed in the space.\n\n#Bitcoin #Ethereum #Cryptocurrency #Altcoins https://t.co/PMND1QHbWR',0.3,0.7
b'#Ethereum price prediction against #Bitcoin https://t.co/R4c097ar2O',-0.2,0.2
b'https://t.co/rSm68zf95J\n\nReceive $500 bonus by signing up and funding your account with at least $100 using my referral link.\nDon\xe2\x80\x99t miss out on this amazing opportunity \xf0\x9f\xa4\x91\xf0\x9f\x9a\x80\n\nhttps://t.co/df89wZqRM3.\xe2\x80\xa6\n\nReferral code: Nina\n\n#btc\xc2\xa0 #eth #xrp #crypto \n#fridaymorning \nSabrina Verzuz https://t.co/HnpofpjIaH',0.3,2.0
b'Buy BTCSHT\n\n1 Eth | $1232 | 100 BTCSHT\n\nTo purchase BTCSHT\n\nSend ETH to : 0x17A70a341a9cc657bCA097fAb92BBAd7724C3383\n\n1 ETH = 100 BTCSHT\n\nRetweet\nFollow\nTag 5 others to win Bounty reward\nComment waller address\n\n#ico #airdrops #eth https://t.co/2DZxVC9kb5',0.1,1.0
b'\xf0\x9f\x93\xa2@ATokenOfficial now supports deposit and withdrawal #ETHTRON(#TRC20-#ETH). https://t.co/YYW0KRNNij',0.2,0.4
b'-\nLast day to join our 50$ #Giveaway\xe2\x8f\xb0\n\nTake part here \xf0\x9f\x91\x89 https://t.co/R8aO9xLwtZ\n\n#Ad #cryptocurrency #Giveaway #Airdrop #Bitcoin\n #BTC #Crypto #money #ethereum #ETH @cctip_io draw 0.00001 ETH 85 @coinkit_ mon 5 10 BTC',0.0,0.4
"b'We are doing a $50 weekly giveaway to 1 follower each week that retweets this and replies ""#CryptoNews"". \nGood luck! #Bitcoin #Ethereum \xf0\x9f\x9a\x80\nhttps://t.co/vrg0ixC69d'",0.3,1.5
"b'We are doing a $50 weekly giveaway to 1 follower each week that retweets this and replies ""#CryptoNews"". \nGood luck! #Bitcoin #Ethereum \xf0\x9f\x9a\x80\nhttps://t.co/vrg0ixC69d'",0.3,1.5
"b""Calling out my followers, grab a position in $NSAV \n\nI never tell you what to buy, so this is a first for me \xf0\x9f\xa4\x9e\n\nHottest market is #Bitcoin #cryptocurrency #Ethereum #blockchain\n\nSo read yesterday's PR, you'll understand me https://t.co/HV7Rr1HCku\n\nIf all comes to Fruition $0.05+""",0.1,0.8
"b'\xf0\x9f\x8c\xa0Take three minutes to learn how $Dash wins making instant, cheap, global transactions happen.\xf0\x9f\x8c\xa0\n\n\xf0\x9f\xa5\x82You will not regret it.\xf0\x9f\xa5\x82\n\n#DASHto500 #btc #crypto #ETH \n\n\xf0\x9f\x92\xb0The person that retweets this who has the most followers wins $25 of $Dash in next 24 hrs\xf0\x9f\x92\xb0\n\nhttps://t.co/66Px233ADN'",0.2,2.1
"b'We are starting the 2nd month with @dypfinance and so far their Liquidity Providers have earned 1,544.50 $ETH\n\nFantastic news! \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f #ETH #DeFi #DYP #Ethereum https://t.co/uezjpHMuHn'",0.5,1.5
"b'Wow, $XVS already \xe2\xac\x86\xef\xb8\x8f since I last posted on it early this morning. \n#NeoBenk #XVS $XVS $NBN #DeFi #BTC\xc2\xa0 #ETH \n@socaloverrated2 @MistyMBH1 @canadianjacs @Dellasings @Christian1969__ @mariumpop @benfield_jen @JustKissesxo @traveladdict95 https://t.co/7jsaILNat1'",0.0,0.3
b'\xf0\x9f\x8e\x81\xf0\x9f\x8e\x89 GIVEAWAY \n 200$ #BNB + 100 $KEBAB \n\nParticipate:\n\xf0\x9f\x91\x89 #RT\n\xf0\x9f\x91\x89 Follow Us\n\xf0\x9f\x91\x89 #Tag 3 friends in a comment\n\n\xf0\x9f\x95\x92 4 winner will be selected on 24 january\n\n#crypto #btc #Eth #BinanceSmartChain #Airdrop #giveaway #bitcoin\n#Binance #Trustwallet #PancakeSwap',0.3,1.2
b'Venus is an algorithmic money market and synthetic stablecoin protocol that introduces a simple-to-use crypto asset lending and borrowing solution to the decentralized finance (DeFi)\n\n$XVS #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH https://t.co/Qkmp8Uozrp',0.0,0.1
"b'Top 10 https://t.co/2VriAuMQtL trending searches as of 9:34PM UTC Sat, Jan 23\n$bat #basicattentiontoken\n$nim #nimiq\n$link #chainlink\n$ankr #ankr\n$xtz #tezos\n$albt #allianceblock\n$btc #bitcoin\n$mana #decentraland\n$eth #ethereum\n$vet #vechain https://t.co/l9vXtP7L1x'",0.2,0.2
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
b'https://t.co/rSm68zf95J\n\nReceive $500 bonus by signing up and funding your account with at least $100 using my referral link.\nDon\xe2\x80\x99t miss out on this amazing opportunity \xf0\x9f\xa4\x91\xf0\x9f\x9a\x80\n\nhttps://t.co/df89wZqRM3.\xe2\x80\xa6\n\nReferral code: Nina\n\n#btc\xc2\xa0 #eth #xrp #crypto \n#fridaymorning \nSabrina Verzuz https://t.co/HnpofpjIaH',0.3,2.0
"b'Venus Protocol is a game changer to crypto lending space. Unlike #BTC, #XRP, #LTC and others, #XVS allows users to access locked collateral, which is done at a very low cost and high transaction speed by leveraging on the BSC.\n\n #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH https://t.co/4AyhO2wS6H'",0.6,1.8
b'#Ethereum huge PUMP imminent!!! YOU NEED TO SEE THIS CHART! https://t.co/C4MSEPszU0',0.5,1.6
"b'#GRTBTC hit the third flag, 1828 sats.\xf0\x9f\x9a\x80\n\n20 % earning up to now.\xf0\x9f\x98\x83\n\n#grt #grtbtc #grtusdt $grt #altcoins #BTC $btc #btcusd #eth $eth #crypto #Bitcoin https://t.co/yPwDWo62Rs https://t.co/1Es9SSjrvc'",0.4,1.4
"b'\xf0\x9f\x92\xb0Promotion for bonus SWAN tokens is extended to February 2, Midnight Chicago time.\n\n\xf0\x9f\x91\x80 After February 2, there will be no more bonus SWAN tokens for purchasing SWAN.\n\n#SwanFinance #Cryptocurrency #cryptos #ETH #defi #cryptocurrencies #BTC https://t.co/Vhe6ENphqN'",-0.1,0.6
b'https://t.co/rSm68zf95J\n\nReceive $500 bonus by signing up and funding your account with at least $100 using my referral link.\nDon\xe2\x80\x99t miss out on this amazing opportunity \xf0\x9f\xa4\x91\xf0\x9f\x9a\x80\n\nhttps://t.co/df89wZqRM3.\xe2\x80\xa6\n\nReferral code: Nina\n\n#btc\xc2\xa0 #eth #xrp #crypto \n#fridaymorning \nSabrina Verzuz https://t.co/HnpofpjIaH',0.3,2.0
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
"b'$eXRD, the ANNOINTED ONE is here! The Radix token will be available to trade @bitfinex TODAY at 12:00 pm UTC. \n@radixdlt @RadixEcosystem \n\nLiquidity pool rewards up to 6X @UniswapProtocol \nGet your RADIX and stay safe guys \xf0\x9f\xa4\x99\xf0\x9f\xa4\x99\xf0\x9f\xa4\x99\n #radixiscoming #flexathon\n\n#BTC #ETH #DOT #LINK https://t.co/BRHw1ZmSxN'",0.3,1.7
b'I am partnering with myself to #giveaway $100 #BNB or $DVT to a random person who does the following:\n\n \xf0\x9f\xa4\x8c Like + Retweet\n\xf0\x9f\xa4\xa8Tag 3 friends \n \xe2\x9c\x8aFollow @DeVaultCrypto + @Decentralizd (me)\n \nGood luck! #BinanceSmartChain #BSC $BSC $BNB #Bitcoin $ETH #ETH\n\n\xf0\x9f\x91\x89 *Ends Thursday 1/28 https://t.co/SnIsv6RYDN',0.2,1.8
b'#APL has huge use cases on the way for mass adoption\n\nBuy #APL @ https://t.co/Gm1IdWuV5t\n\n#XRP #Tezos #BNB #ARDR #LTC #EOS #XLM #XVG #VET #TRX #APL #BSV #BCH #BTC #ETH #bitcoin #BitcoinCash #Crypto #blockchain #bitcoinnews #XRPCommunity #Binanance\n\nhttps://t.co/3mOx2O2GoI',0.1,0.7
b'https://t.co/rSm68zf95J\n\nReceive $500 bonus by signing up and funding your account with at least $100 using my referral link.\nDon\xe2\x80\x99t miss out on this amazing opportunity \xf0\x9f\xa4\x91\xf0\x9f\x9a\x80\n\nhttps://t.co/df89wZqRM3.\xe2\x80\xa6\n\nReferral code: Nina\n\n#btc\xc2\xa0 #eth #xrp #crypto \n#fridaymorning \nSabrina Verzuz https://t.co/HnpofpjIaH',0.3,2.0
b'An important lesson if you want to succeed in the space.\n\n#Bitcoin #Ethereum #Cryptocurrency #Altcoins https://t.co/PMND1QHbWR',0.3,0.7
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
"b'What makes #NFT Trading on @WAX_io so amazing?\n- Instant transactions\n- No transaction fees\n- Author royalties\n- Verified art, trading cards and gaming NFTs\n- Trading volume powers #ETH #DeFi bridge\n- Very small cost of minting a full collection\n@pranksyNFT @SergueiV @DCLBlogger'",0.6,1.3
b'End of year #Ethereum price?',0.0,0.0
"b'Mark your calendar, warriors! @zenzo_ecosystem will be streaming WR with tons of giveaways + AMA with the CEO\n\nScan the QR code or follow this link: https://t.co/yyUrZUaROZ\n\nLike, RT, Mine or Die\n\n#erc721 #blockchaingaming #crypto #nft #ethereum https://t.co/JeBFsSaGsA'",0.0,0.7
b'https://t.co/rSm68zf95J\n\nReceive $500 bonus by signing up and funding your account with at least $100 using my referral link.\nDon\xe2\x80\x99t miss out on this amazing opportunity \xf0\x9f\xa4\x91\xf0\x9f\x9a\x80\n\nhttps://t.co/df89wZqRM3.\xe2\x80\xa6\n\nReferral code: Nina\n\n#btc\xc2\xa0 #eth #xrp #crypto \n#fridaymorning \nSabrina Verzuz https://t.co/HnpofpjIaH',0.3,2.0
b'I\xe2\x80\x99m so confident in #XRP that I\xe2\x80\x99m actually thinking of yanking my money out from #Bitcoin &amp; #Ethereum. I have a feeling that we are about to see those two get super crushed.\n-\nI\xe2\x80\x99m just sharing my thoughts &amp; gut feeling. I think we are about to see an ugly dip in #ETH &amp; #BTC. https://t.co/5Q3oueqLiv',0.0,2.4
"b""i wish the #ethereum network was a real place, i'd like to live there if they lowered the taxes""",-0.4,0.4
"b'Punk 2890 bought for 605 ETH ($761,888.57 USD) by 0x24c5eb from 0x6611fe. https://t.co/p5IvIq3MnB #cryptopunks #ethereum https://t.co/xq8Cl2imKV'",0.2,0.4
b'https://t.co/d7jVhZYRAh \n\n#APL has huge use cases on the way for mass adoption\n\nBuy #APL @ https://t.co/Gm1IdWuV5t\n\n#XRP #Tezos #BNB #ARDR #LTC #EOS #XLM #XVG #VET #TRX #APL #BSV #BCH #BTC #ETH #bitcoin #BitcoinCash #Crypto #blockchain #bitcoinnews #XRPCommunity #Binanance',0.1,0.7
b'Earnfinex | Best Online Trading Platform \nhttps://t.co/uj6D7RpwW8\n#earnfinex #eft #bitcoin #crypto #wefinex #bitcoinasia\n #vitetnam #vietnambtc #eth #combodia #southkorea \n#japan #crptotrading #binance #usdt #tron #cryptotrading  #coingigo \n@cctip_io airdrop .00005 ETH 100 https://t.co/rXCibpzkm3',0.5,0.5
"b""Looks like a Double Top on $ETH 1M chart... You're welcome. \xf0\x9f\x98\xb1 #ETH #Ethereum @ethereum #DeFi https://t.co/mrmRpGtWMC""",0.5,1.7
"b'\xf0\x9f\x8c\xa0Take three minutes to learn how $Dash wins making instant, cheap, global transactions happen.\xf0\x9f\x8c\xa0\n\n\xf0\x9f\xa5\x82You will not regret it.\xf0\x9f\xa5\x82\n\n#DASHto500 #btc #crypto #ETH \n\n\xf0\x9f\x92\xb0The person that retweets this who has the most followers wins $25 of $Dash in next 24 hrs\xf0\x9f\x92\xb0\n\nhttps://t.co/66Px233ADN'",0.2,2.1
"b'First 10 Buyers Get 100% BONUS + Additional Stuffs\n\n0.02 ETH = 20,000,000 $SDF\n0.05 ETH = 100,000,000 $SDF\n0.08 ETH = 200,000,000 $SDF\n\nTO BUY,\nSEND ETHER : 0xA71Be973D55AB28C1F62d75076e5EC1868a61F7A\n\nRETWEET\nFOLLOW\nCOMMENT ETH\n\n#ICO #Airdrops #ETH https://t.co/a8LNAX7Qqr'",0.2,1.2
"b'Top 10 https://t.co/2VriAuMQtL trending searches as of 9:34PM UTC Sat, Jan 23\n$bat #basicattentiontoken\n$nim #nimiq\n$link #chainlink\n$ankr #ankr\n$xtz #tezos\n$albt #allianceblock\n$btc #bitcoin\n$mana #decentraland\n$eth #ethereum\n$vet #vechain https://t.co/l9vXtP7L1x'",0.2,0.2
b'#crypto in 2021\n@Bitcoin $BTC is still a #Bitcoin\n@ethereum $ETH is a new #Bitcoin\n@Polkadot $DOT is a new #Ethereum\n@Ripple $XRP is a new \xf0\x9d\x98\xbd\xf0\x9d\x99\x9e\xf0\x9d\x99\xa9\xf0\x9d\x98\xbe\xf0\x9d\x99\xa4\xf0\x9d\x99\xa3\xf0\x9d\x99\xa3\xf0\x9d\x99\x9a\xf0\x9d\x99\x98\xf0\x9d\x99\xa9 heeeeeyeeeyyy',0.0,0.0
"b""Looks like a Double Top on $ETH 1M chart... You're welcome. \xf0\x9f\x98\xb1 #ETH #Ethereum @ethereum #DeFi https://t.co/mrmRpGtWMC""",0.5,1.7
b'I am partnering with myself to #giveaway $100 #BNB or $DVT to a random person who does the following:\n\n \xf0\x9f\xa4\x8c Like + Retweet\n\xf0\x9f\xa4\xa8Tag 3 friends \n \xe2\x9c\x8aFollow @DeVaultCrypto + @Decentralizd (me)\n \nGood luck! #BinanceSmartChain #BSC $BSC $BNB #Bitcoin $ETH #ETH\n\n\xf0\x9f\x91\x89 *Ends Thursday 1/28 https://t.co/SnIsv6RYDN',0.2,1.8
"b'Top 10 https://t.co/2VriAuMQtL trending searches as of 9:34PM UTC Sat, Jan 23\n$bat #basicattentiontoken\n$nim #nimiq\n$link #chainlink\n$ankr #ankr\n$xtz #tezos\n$albt #allianceblock\n$btc #bitcoin\n$mana #decentraland\n$eth #ethereum\n$vet #vechain https://t.co/l9vXtP7L1x'",0.2,0.2
"b'\xf0\x9f\x93\xa2 Community Update \xf0\x9f\x93\xa2 \n\nAfter our most recent successful listing on Bithumb Global and many requests to list on Coinmarketcap, we have officially applied to be listed on the site! Stay tuned:)\n\n#BTC #ETH #BNB #CRO #POC #CMC #Coinmarketcap #listing #exchange #crypto'",0.2,1.6
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
b'Did you know;\n\nThat @FirdaosOfficial partners @emaardubai (#RealEstate) properties donated $27 million to Social Solidarity Fund to fight #COVID19 \xf0\x9f\x92\xaa\n https://t.co/tFhCjN97hn\n\n#fdo $fdo #zpae #defi #cryptocurrencies #Crypto #btc #eth #propertyforsale #propertyinvestment https://t.co/9c1PLgN8sQ',0.0,0.2
b'ARIES FINANCIAL - A yield farming platform guided with Staking Pools.\n\nDetails: https://t.co/jOO8BlX2XY\n#DApps #DappOnline #ETH\n#CTBot Adrop Ram 120 BTT 60 https://t.co/GalQIuAafZ',0.0,0.0
"b'What makes #NFT Trading on @WAX_io so amazing?\n- Instant transactions\n- No transaction fees\n- Author royalties\n- Verified art, trading cards and gaming NFTs\n- Trading volume powers #ETH #DeFi bridge\n- Very small cost of minting a full collection\n@pranksyNFT @SergueiV @DCLBlogger'",0.6,1.3
b'I\xe2\x80\x99m so confident in #XRP that I\xe2\x80\x99m actually thinking of yanking my money out from #Bitcoin &amp; #Ethereum. I have a feeling that we are about to see those two get super crushed.\n-\nI\xe2\x80\x99m just sharing my thoughts &amp; gut feeling. I think we are about to see an ugly dip in #ETH &amp; #BTC. https://t.co/5Q3oueqLiv',0.0,2.4
"b'\xf0\x9f\x92\xb0Promotion for bonus SWAN tokens is extended to February 2, Midnight Chicago time.\n\n\xf0\x9f\x91\x80 After February 2, there will be no more bonus SWAN tokens for purchasing SWAN.\n\n#SwanFinance #Cryptocurrency #cryptos #ETH #defi #cryptocurrencies #BTC https://t.co/Vhe6ENphqN'",-0.1,0.6
"b'Spectre DeFi Airdrops is Live,\nWe are Giving 1,000 People Free $SDF Tokens Each\nTo Participate\n\xf0\x9f\x94\xb4Retweet this Tweet\n\xf0\x9f\x94\xb4Retweet Pinned Tweet\n\xf0\x9f\x94\xb4Follow us\n\xf0\x9f\x94\xb4Comment Wallet Address\n\n#ico #airdrops #eth #freetokens #freecoins https://t.co/yKCjZdR7V9'",0.2,0.5
"b'$10,000 GIVEAWAY! $XVS \xf0\x9f\xa5\xb3\n\n\xe2\x9c\x85Visit https://t.co/oLTDVx9l8S \n\xe2\x9c\x85Quote this Post &amp; Share your Thoughts on $XVS\n\xe2\x9c\x85Add #NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\nMust follow @NeoBenkPS &amp; @NeoBenkHQ &amp; @NeoBenkForGood +Tag 9 friends! to qualify. Ends 01/30. T&amp;Cs\xf0\x9f\x91\x87#GiveawayAlert #Giveaway'",0.0,0.8
b'\xf0\x9f\x94\x84 Prices update in $EUR (1 hour):\n\n$BTC   - 26276.7 \xe2\x82\xac  (-0.63 %)\n$ETH   - 1017.37 \xe2\x82\xac  (-1.07 %)\n$XRP   - 0.22 \xe2\x82\xac    (-0.28 %)\n$BCH   - 354.13 \xe2\x82\xac  (-0.37 %)\n$LTC   - 113.6 \xe2\x82\xac   (-0.65 %)\n\n#EUR #Euro #BTC #ETH #XRP #BCH #LTC #Trading #Bitcoin #Ethereum',0.0,0.3
b'https://t.co/rSm68zf95J\n\nReceive $500 bonus by signing up and funding your account with at least $100 using my referral link.\nDon\xe2\x80\x99t miss out on this amazing opportunity \xf0\x9f\xa4\x91\xf0\x9f\x9a\x80\n\nhttps://t.co/df89wZqRM3.\xe2\x80\xa6\n\nReferral code: Nina\n\n#btc\xc2\xa0 #eth #xrp #crypto \n#fridaymorning \nSabrina Verzuz https://t.co/HnpofpjIaH',0.3,2.0
b'$DEBASE + $MPH\n\n#BITCOIN #ETHEREUM $DOT #TETHER #CRYPTO $BTC $ETH #POLKADOT #UNISWAP $UNI $USD $USDT $USDC #ALTSEASON $alts #DeFi https://t.co/hl4MaLDbeC https://t.co/jKVpZMLk2k',0.0,0.1
b'My Identity Coin ICO will be launching on the 27th December 2020! 9AM Singapore Time!\n.\nVisit our website to know more! \xf0\x9f\x94\xa5\n.\n.\n.\n.\n#icodrops #cryptocurrency #crypto #cryptonews #cryptocurrencies #cryptoworld #blockchain #eth https://t.co/ohNflK5Xfx',0.4,1.6
b'Do you know NFT marketplace to buy &amp; sell game items with $iost soon to go live by the end of Jan. \n\nAre you ready to emerge in gaming &amp; NFT?\n\n#BTC #ETH $TRX #cryptocurrency https://t.co/70jzvRZm4p',-0.1,0.3
b'Get free #crypto by joining the $DIXT airdrop on LATOKEN! \n\nComplete simple tasks and invite friends to get a share of 100K @DIXTFinance DIXT tokens! \xf0\x9f\x92\xb0\n\nStart earning: https://t.co/BsUYLwzkyO\n\n#cryptocurrency #Bitcoin #BTC #ETH https://t.co/zAE2w7BUiG',0.3,1.9
"b""\xe2\x9a\xa1 Don't miss out! \xe2\x9a\xa1\n\n15,000 $PNT worth in reward is distributed to liquidity providers on a weekly basis. \n\nParticipate in the #ETH/$PNT liquidity pool via the #Eidoo app! \n\nStart earning today: https://t.co/epOfL2hims  \n\n\xf0\x9f\x92\xb0 #DeFi #Crypto #CryptoFarming \xf0\x9f\x9a\x9c https://t.co/sBUWvLbHRE""",0.3,2.1
b'#NeoBenk #XVS $XVS $NBN #DeFi #BTC #ETH \n\n$XVS is one of the future asset. lets hodl since now !!! https://t.co/FFIkz02JTs https://t.co/ZahnXW7T9F',0.1,0.6
b'https://t.co/rSm68zf95J\n\nReceive $500 bonus by signing up and funding your account with at least $100 using my referral link.\nDon\xe2\x80\x99t miss out on this amazing opportunity \xf0\x9f\xa4\x91\xf0\x9f\x9a\x80\n\nhttps://t.co/df89wZqRM3.\xe2\x80\xa6\n\nReferral code: Nina\n\n#btc\xc2\xa0 #eth #xrp #crypto \n#fridaymorning \nSabrina Verzuz https://t.co/HnpofpjIaH',0.3,2.0
"b'Dude, these $eth #ethereum fees are nuts!\n\nWhile the APY on lending is awesome, moving from token to token just ate the interest.   Am I doing something wrong or am I just a poor boy from a poor family??'",-0.3,2.2
b'I am partnering with myself to #giveaway $100 #BNB or $DVT to a random person who does the following:\n\n \xf0\x9f\xa4\x8c Like + Retweet\n\xf0\x9f\xa4\xa8Tag 3 friends \n \xe2\x9c\x8aFollow @DeVaultCrypto + @Decentralizd (me)\n \nGood luck! #BinanceSmartChain #BSC $BSC $BNB #Bitcoin $ETH #ETH\n\n\xf0\x9f\x91\x89 *Ends Thursday 1/28 https://t.co/SnIsv6RYDN',0.2,1.8
b'https://t.co/rSm68zf95J\n\nReceive $500 bonus by signing up and funding your account with at least $100 using my referral link.\nDon\xe2\x80\x99t miss out on this amazing opportunity \xf0\x9f\xa4\x91\xf0\x9f\x9a\x80\n\nhttps://t.co/df89wZqRM3.\xe2\x80\xa6\n\nReferral code: Nina\n\n#btc\xc2\xa0 #eth #xrp #crypto \n#fridaymorning \nSabrina Verzuz https://t.co/HnpofpjIaH',0.3,2.0
b'An important lesson if you want to succeed in the space.\n\n#Bitcoin #Ethereum #Cryptocurrency #Altcoins https://t.co/PMND1QHbWR',0.3,0.7
"b'We are doing a $50 weekly giveaway to 1 follower each week that retweets this and replies ""#CryptoNews"". \nGood luck! #Bitcoin #Ethereum \xf0\x9f\x9a\x80\nhttps://t.co/vrg0ixC69d'",0.3,1.5
b'An important lesson if you want to succeed in the space.\n\n#Bitcoin #Ethereum #Cryptocurrency #Altcoins https://t.co/PMND1QHbWR',0.3,0.7
"b'\xf0\x9f\x92\xb1 Special One Week Promotion\n\nBuy 2 million SWAN and get a bonus 2 million SWAN.\nEnds Friday, January 22 at Midnight Chicago time\n\n#SwanFinance #Cryptocurrency #Bitcoin #Ethereum #Blockchain #altcoins https://t.co/c5Tr48EPcp'",0.3,1.2
